Date,Rank,Song,Artist,LastWeek,PeakRank,WeeksOnBoard
12/23/1967,1,Daydream Believer,The Monkees,1.0,1,6
12/22/2018,1,"Thank U, Next",Ariana Grande,1.0,1,6
12/22/2012,1,Locked Out Of Heaven,Bruno Mars,2.0,1,10
12/22/2007,1,No One,Alicia Keys,1.0,1,14
12/22/2001,1,How You Remind Me,Nickelback,3.0,1,16
12/22/1990,1,Because I Love You (The Postman Song),Stevie B,1.0,1,12
12/22/1984,1,Like A Virgin,Madonna,3.0,1,6
12/22/1979,1,Escape (The Pina Colada Song),Rupert Holmes,4.0,1,10
12/22/1973,1,The Most Beautiful Girl,Charlie Rich,1.0,1,13
12/22/1962,1,Telstar,The Tornadoes,5.0,1,8
12/22/1958,1,The Chipmunk Song,The Chipmunks With David Seville,10.0,1,4
12/21/2019,1,All I Want For Christmas Is You,Mariah Carey,3.0,1,35
12/21/2013,1,The Monster,Eminem Featuring Rihanna,2.0,1,6
12/21/2002,1,Lose Yourself,Eminem,1.0,1,12
12/21/1996,1,Un-Break My Heart,Toni Braxton,1.0,1,9
12/21/1991,1,Black Or White,Michael Jackson,1.0,1,5
12/21/1985,1,"Say You, Say Me",Lionel Richie,3.0,1,7
12/21/1974,1,Cat's In The Cradle,Harry Chapin,4.0,1,12
12/21/1968,1,I Heard It Through The Grapevine,Marvin Gaye,1.0,1,5
12/21/1963,1,Dominique,The Singing Nun (Soeur Sourire),1.0,1,7
12/21/1959,1,Heartaches By The Number,Guy Mitchell,1.0,1,12
12/20/2014,1,Blank Space,Taylor Swift,1.0,1,6
12/20/2008,1,Live Your Life,T.I. Featuring Rihanna,2.0,1,11
12/20/2003,1,Hey Ya!,OutKast,1.0,1,10
12/20/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,11
12/20/1986,1,Walk Like An Egyptian,The Bangles,2.0,1,13
12/20/1980,1,Lady,Kenny Rogers,1.0,1,12
12/20/1975,1,That's The Way (I Like It),KC And The Sunshine Band,4.0,1,9
12/20/1969,1,Leaving On A Jet Plane,"Peter, Paul & Mary",2.0,1,9
12/2/2017,1,Rockstar,Post Malone Featuring 21 Savage,1.0,1,9
12/2/2006,1,I Wanna Love You,Akon Featuring Snoop Dogg,17.0,1,8
12/2/2000,1,Independent Women Part I,Destiny's Child,1.0,1,11
12/2/1995,1,One Sweet Day,Mariah Carey & Boyz II Men,,1,1
12/2/1989,1,Blame It On The Rain,Milli Vanilli,1.0,1,9
12/2/1978,1,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond,4.0,1,6
12/2/1972,1,Papa Was A Rollin' Stone,The Temptations,5.0,1,8
12/2/1967,1,Daydream Believer,The Monkees,5.0,1,3
12/19/2020,1,All I Want For Christmas Is You,Mariah Carey,2.0,1,41
12/19/2015,1,Hello,Adele,1.0,1,6
12/19/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,1.0,1,13
12/19/1998,1,I'm Your Angel,R. Kelly & Celine Dion,1.0,1,3
12/19/1992,1,I Will Always Love You,Whitney Houston,1.0,1,6
12/19/1987,1,Faith,George Michael,1.0,1,9
12/19/1981,1,Physical,Olivia Newton-John,1.0,1,12
12/19/1970,1,The Tears Of A Clown,Smokey Robinson & The Miracles,1.0,1,10
12/19/1964,1,Come See About Me,The Supremes,4.0,1,6
12/19/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1.0,1,6
12/18/2010,1,Firework,Katy Perry,2.0,1,7
12/18/2004,1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,1.0,1,12
12/18/1999,1,Smooth,Santana Featuring Rob Thomas,1.0,1,21
12/18/1993,1,Again,Janet Jackson,1.0,1,9
12/18/1982,1,Maneater,Daryl Hall John Oates,3.0,1,10
12/18/1976,1,Tonight's The Night (Gonna Be Alright),Rod Stewart,1.0,1,12
12/18/1971,1,Family Affair,Sly & The Family Stone,1.0,1,7
12/18/1965,1,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,1.0,1,9
12/18/1961,1,The Lion Sleeps Tonight,The Tokens,6.0,1,6
12/17/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1.0,1,12
12/17/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1.0,1,11
12/17/2005,1,Run It!,Chris Brown,1.0,1,17
12/17/1994,1,"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,2.0,1,14
12/17/1988,1,Look Away,Chicago,1.0,1,13
12/17/1983,1,Say Say Say,Paul McCartney And Michael Jackson,1.0,1,10
12/17/1977,1,You Light Up My Life,Debby Boone,1.0,1,16
12/17/1966,1,Winchester Cathedral,The New Vaudeville Band,3.0,1,8
12/16/2017,1,Rockstar,Post Malone Featuring 21 Savage,1.0,1,11
12/16/2006,1,Irreplaceable,Beyonce,2.0,1,7
12/16/2000,1,Independent Women Part I,Destiny's Child,1.0,1,13
12/16/1995,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,3
12/16/1989,1,We Didn't Start The Fire,Billy Joel,1.0,1,10
12/16/1978,1,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond,3.0,1,8
12/16/1972,1,Me And Mrs. Jones,Billy Paul,6.0,1,7
12/16/1967,1,Daydream Believer,The Monkees,1.0,1,5
12/15/2018,1,"Thank U, Next",Ariana Grande,2.0,1,5
12/15/2012,1,Diamonds,Rihanna,1.0,1,10
12/15/2007,1,No One,Alicia Keys,1.0,1,13
12/15/2001,1,U Got It Bad,Usher,2.0,1,13
12/15/1990,1,Because I Love You (The Postman Song),Stevie B,1.0,1,11
12/15/1984,1,Out Of Touch,Daryl Hall John Oates,1.0,1,12
12/15/1979,1,Babe,Styx,1.0,1,11
12/15/1973,1,The Most Beautiful Girl,Charlie Rich,3.0,1,12
12/15/1962,1,Big Girls Don't Cry,The 4 Seasons,1.0,1,9
12/15/1958,1,"To Know Him, Is To Love Him",The Teddy Bears,1.0,1,13
12/14/2019,1,Heartless,The Weeknd,32.0,1,2
12/14/2013,1,Wrecking Ball,Miley Cyrus,3.0,1,15
12/14/2002,1,Lose Yourself,Eminem,1.0,1,11
12/14/1996,1,Un-Break My Heart,Toni Braxton,1.0,1,8
12/14/1991,1,Black Or White,Michael Jackson,1.0,1,4
12/14/1985,1,Broken Wings,Mr. Mister,1.0,1,13
12/14/1974,1,Kung Fu Fighting,Carl Douglas,1.0,1,10
12/14/1968,1,I Heard It Through The Grapevine,Marvin Gaye,4.0,1,4
12/14/1963,1,Dominique,The Singing Nun (Soeur Sourire),1.0,1,6
12/14/1959,1,Heartaches By The Number,Guy Mitchell,2.0,1,11
12/13/2014,1,Blank Space,Taylor Swift,1.0,1,5
12/13/2008,1,Single Ladies (Put A Ring On It),Beyonce,2.0,1,7
12/13/2003,1,Hey Ya!,OutKast,2.0,1,9
12/13/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,10
12/13/1986,1,The Way It Is,Bruce Hornsby & The Range,4.0,1,13
12/13/1980,1,Lady,Kenny Rogers,1.0,1,11
12/13/1975,1,"Fly, Robin, Fly",Silver Convention,1.0,1,10
12/13/1969,1,Na Na Hey Hey Kiss Him Goodbye,Steam,1.0,1,9
12/12/2020,1,Mood,24kGoldn Featuring iann dior,2.0,1,17
12/12/2015,1,Hello,Adele,1.0,1,5
12/12/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,1.0,1,12
12/12/1998,1,I'm Your Angel,R. Kelly & Celine Dion,1.0,1,2
12/12/1992,1,I Will Always Love You,Whitney Houston,1.0,1,5
12/12/1987,1,Faith,George Michael,3.0,1,8
12/12/1981,1,Physical,Olivia Newton-John,1.0,1,11
12/12/1970,1,The Tears Of A Clown,Smokey Robinson & The Miracles,2.0,1,9
12/12/1964,1,Mr. Lonely,Bobby Vinton,2.0,1,7
12/12/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1.0,1,5
12/11/2010,1,Raise Your Glass,P!nk,2.0,1,8
12/11/2004,1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,2.0,1,11
12/11/1999,1,Smooth,Santana Featuring Rob Thomas,1.0,1,20
12/11/1993,1,Again,Janet Jackson,2.0,1,8
12/11/1982,1,Mickey,Toni Basil,3.0,1,15
12/11/1976,1,Tonight's The Night (Gonna Be Alright),Rod Stewart,1.0,1,11
12/11/1971,1,Family Affair,Sly & The Family Stone,1.0,1,6
12/11/1965,1,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,1.0,1,8
12/11/1961,1,Please Mr. Postman,The Marvelettes,2.0,1,15
12/10/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1.0,1,11
12/10/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1.0,1,10
12/10/2005,1,Run It!,Chris Brown,1.0,1,16
12/10/1994,1,On Bended Knee,Boyz II Men,1.0,1,4
12/10/1988,1,Look Away,Chicago,2.0,1,12
12/10/1983,1,Say Say Say,Paul McCartney And Michael Jackson,2.0,1,9
12/10/1977,1,You Light Up My Life,Debby Boone,1.0,1,15
12/10/1966,1,Good Vibrations,The Beach Boys,2.0,1,8
12/1/2018,1,"Thank U, Next",Ariana Grande,1.0,1,3
12/1/2012,1,Diamonds,Rihanna,2.0,1,8
12/1/2007,1,No One,Alicia Keys,2.0,1,11
12/1/2001,1,Family Affair,Mary J. Blige,1.0,1,19
12/1/1990,1,I'm Your Baby Tonight,Whitney Houston,3.0,1,7
12/1/1984,1,Wake Me Up Before You Go-Go,Wham!,1.0,1,13
12/1/1979,1,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1.0,1,7
12/1/1973,1,Top Of The World,Carpenters,3.0,1,9
12/1/1962,1,Big Girls Don't Cry,The 4 Seasons,1.0,1,7
12/1/1958,1,"To Know Him, Is To Love Him",The Teddy Bears,3.0,1,11
11/9/2019,1,Lose You To Love Me,Selena Gomez,15.0,1,2
11/9/2013,1,Royals,Lorde,1.0,1,17
11/9/2002,1,Lose Yourself,Eminem,2.0,1,6
11/9/1996,1,No Diggity,BLACKstreet (Featuring Dr. Dre),3.0,1,5
11/9/1991,1,Cream,Prince And The N.P.G.,3.0,1,7
11/9/1985,1,Miami Vice Theme,Jan Hammer,2.0,1,10
11/9/1974,1,You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive,2.0,1,8
11/9/1968,1,Hey Jude,The Beatles,1.0,1,9
11/9/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,1.0,1,8
11/9/1959,1,Mack The Knife,Bobby Darin,1.0,1,12
11/8/2014,1,All About That Bass,Meghan Trainor,1.0,1,16
11/8/2008,1,Whatever You Like,T.I.,1.0,1,12
11/8/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1.0,1,13
11/8/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,5
11/8/1986,1,Amanda,Boston,4.0,1,7
11/8/1980,1,Woman In Love,Barbra Streisand,1.0,1,10
11/8/1975,1,Island Girl,Elton John,1.0,1,5
11/8/1969,1,Wedding Bell Blues,The 5th Dimension,2.0,1,7
11/7/2020,1,Positions,Ariana Grande,,1,1
11/7/2015,1,The Hills,The Weeknd,1.0,1,22
11/7/2009,1,Fireflies,Owl City,7.0,1,10
11/7/1998,1,The First Night,Monica,1.0,1,13
11/7/1992,1,"End Of The Road (From ""Boomerang"")",Boyz II Men,1.0,1,17
11/7/1987,1,I Think We're Alone Now,Tiffany,3.0,1,11
11/7/1981,1,Private Eyes,Daryl Hall John Oates,3.0,1,11
11/7/1970,1,I'll Be There,Jackson 5,1.0,1,8
11/7/1964,1,Baby Love,The Supremes,1.0,1,6
11/7/1960,1,Save The Last Dance For Me,The Drifters,1.0,1,10
11/6/2021,1,Easy On Me,Adele,1.0,1,3
11/6/2010,1,Like A G6,Far*East Movement Featuring Cataracs & Dev,1.0,1,11
11/6/2004,1,My Boo,Usher And Alicia Keys,1.0,1,9
11/6/1999,1,Smooth,Santana Featuring Rob Thomas,1.0,1,15
11/6/1993,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,2.0,1,8
11/6/1982,1,Up Where We Belong,Joe Cocker And Jennifer Warnes,5.0,1,12
11/6/1976,1,Rock'n Me,Steve Miller,3.0,1,13
11/6/1971,1,"Gypsys, Tramps & Thieves",Cher,2.0,1,8
11/6/1965,1,Get Off Of My Cloud,The Rolling Stones,3.0,1,5
11/6/1961,1,Big Bad John,Jimmy Dean,3.0,1,6
11/5/2016,1,Closer,The Chainsmokers Featuring Halsey,1.0,1,12
11/5/2011,1,Someone Like You,Adele,1.0,1,16
11/5/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1.0,1,15
11/5/1994,1,I'll Make Love To You,Boyz II Men,1.0,1,13
11/5/1988,1,"Kokomo (From""Cocktail"" )",The Beach Boys,2.0,1,10
11/5/1983,1,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,1.0,1,11
11/5/1977,1,You Light Up My Life,Debby Boone,1.0,1,10
11/5/1966,1,Last Train To Clarksville,The Monkees,2.0,1,9
11/4/2017,1,Rockstar,Post Malone Featuring 21 Savage,1.0,1,5
11/4/2006,1,Money Maker,Ludacris Featuring Pharrell,1.0,1,11
11/4/2000,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1.0,1,14
11/4/1995,1,Fantasy,Mariah Carey,1.0,1,6
11/4/1989,1,Listen To Your Heart,Roxette,3.0,1,11
11/4/1978,1,You Needed Me,Anne Murray,2.0,1,17
11/4/1972,1,I Can See Clearly Now,Johnny Nash,5.0,1,9
11/4/1967,1,To Sir With Love,Lulu,1.0,1,9
11/30/2019,1,Circles,Post Malone,2.0,1,12
11/30/2013,1,Royals,Lorde,1.0,1,20
11/30/2002,1,Lose Yourself,Eminem,1.0,1,9
11/30/1996,1,No Diggity,BLACKstreet (Featuring Dr. Dre),1.0,1,8
11/30/1991,1,Set Adrift On Memory Bliss,P.M. Dawn,3.0,1,7
11/30/1985,1,Separate Lives,Phil Collins and Marilyn Martin,3.0,1,9
11/30/1974,1,I Can Help,Billy Swan,1.0,1,10
11/30/1968,1,Love Child,Diana Ross & The Supremes,2.0,1,7
11/30/1963,1,I'm Leaving It Up To You,Dale & Grace,1.0,1,9
11/30/1959,1,Mack The Knife,Bobby Darin,1.0,1,15
11/3/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1.0,1,22
11/3/2012,1,One More Night,Maroon 5,1.0,1,18
11/3/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1.0,1,15
11/3/2001,1,Family Affair,Mary J. Blige,3.0,1,15
11/3/1990,1,Ice Ice Baby,Vanilla Ice,3.0,1,9
11/3/1984,1,Caribbean Queen (No More Love On The Run),Billy Ocean,2.0,1,13
11/3/1979,1,Pop Muzik,M,2.0,1,13
11/3/1973,1,Midnight Train To Georgia,Gladys Knight And The Pips,1.0,1,10
11/3/1962,1,He's A Rebel,The Crystals,2.0,1,9
11/3/1958,1,It's All In The Game,Tommy Edwards,1.0,1,12
11/29/2014,1,Blank Space,Taylor Swift,13.0,1,3
11/29/2008,1,Live Your Life,T.I. Featuring Rihanna,1.0,1,8
11/29/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1.0,1,16
11/29/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,8
11/29/1986,1,You Give Love A Bad Name,Bon Jovi,4.0,1,13
11/29/1980,1,Lady,Kenny Rogers,1.0,1,9
11/29/1975,1,"Fly, Robin, Fly",Silver Convention,2.0,1,8
11/29/1969,1,Come Together/Something,The Beatles,7.0,1,7
11/28/2020,1,Mood,24kGoldn Featuring iann dior,1.0,1,15
11/28/2015,1,Hello,Adele,1.0,1,3
11/28/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,2.0,1,10
11/28/1998,1,Lately,Divine,2.0,1,12
11/28/1992,1,I Will Always Love You,Whitney Houston,12.0,1,3
11/28/1987,1,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,2.0,1,10
11/28/1981,1,Physical,Olivia Newton-John,1.0,1,9
11/28/1970,1,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,1.0,1,8
11/28/1964,1,Leader Of The Pack,The Shangri-Las,2.0,1,8
11/28/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,2.0,1,3
11/27/2010,1,Like A G6,Far*East Movement Featuring Cataracs & Dev,2.0,1,14
11/27/2004,1,My Boo,Usher And Alicia Keys,1.0,1,12
11/27/1999,1,Smooth,Santana Featuring Rob Thomas,1.0,1,18
11/27/1993,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1.0,1,11
11/27/1982,1,Truly,Lionel Richie,2.0,1,8
11/27/1976,1,Tonight's The Night (Gonna Be Alright),Rod Stewart,1.0,1,9
11/27/1971,1,Theme From Shaft,Isaac Hayes,1.0,1,7
11/27/1965,1,I Hear A Symphony,The Supremes,1.0,1,5
11/27/1961,1,Big Bad John,Jimmy Dean,1.0,1,9
11/26/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9.0,1,9
11/26/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1.0,1,8
11/26/2005,1,Run It!,Chris Brown,2.0,1,14
11/26/1994,1,I'll Make Love To You,Boyz II Men,1.0,1,16
11/26/1988,1,Bad Medicine,Bon Jovi,1.0,1,10
11/26/1983,1,All Night Long (All Night),Lionel Richie,1.0,1,11
11/26/1977,1,You Light Up My Life,Debby Boone,1.0,1,13
11/26/1966,1,You Keep Me Hangin' On,The Supremes,1.0,1,5
11/25/2017,1,Rockstar,Post Malone Featuring 21 Savage,1.0,1,8
11/25/2006,1,My Love,Justin Timberlake Featuring T.I.,1.0,1,10
11/25/2000,1,Independent Women Part I,Destiny's Child,1.0,1,10
11/25/1995,1,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,,1,1
11/25/1989,1,Blame It On The Rain,Milli Vanilli,2.0,1,8
11/25/1978,1,MacArthur Park,Donna Summer,1.0,1,12
11/25/1972,1,I Can See Clearly Now,Johnny Nash,1.0,1,12
11/25/1967,1,Incense And Peppermints,Strawberry Alarm Clock,3.0,1,9
11/24/2018,1,"Thank U, Next",Ariana Grande,1.0,1,2
11/24/2012,1,One More Night,Maroon 5,1.0,1,21
11/24/2007,1,Kiss Kiss,Chris Brown Featuring T-Pain,1.0,1,9
11/24/2001,1,Family Affair,Mary J. Blige,1.0,1,18
11/24/1990,1,Love Takes Time,Mariah Carey,1.0,1,11
11/24/1984,1,Wake Me Up Before You Go-Go,Wham!,1.0,1,12
11/24/1979,1,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,3.0,1,6
11/24/1973,1,Photograph,Ringo Starr,4.0,1,8
11/24/1962,1,Big Girls Don't Cry,The 4 Seasons,1.0,1,6
11/24/1958,1,It's Only Make Believe,Conway Twitty,2.0,1,11
11/23/2019,1,Someone You Loved,Lewis Capaldi,1.0,1,27
11/23/2013,1,Royals,Lorde,1.0,1,19
11/23/2002,1,Lose Yourself,Eminem,1.0,1,8
11/23/1996,1,No Diggity,BLACKstreet (Featuring Dr. Dre),1.0,1,7
11/23/1991,1,When A Man Loves A Woman,Michael Bolton,3.0,1,7
11/23/1985,1,We Built This City,Starship,1.0,1,12
11/23/1974,1,I Can Help,Billy Swan,6.0,1,9
11/23/1968,1,Hey Jude,The Beatles,1.0,1,11
11/23/1963,1,I'm Leaving It Up To You,Dale & Grace,4.0,1,8
11/23/1959,1,Mack The Knife,Bobby Darin,2.0,1,14
11/22/2014,1,Shake It Off,Taylor Swift,1.0,1,12
11/22/2008,1,Live Your Life,T.I. Featuring Rihanna,1.0,1,7
11/22/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1.0,1,15
11/22/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,7
11/22/1986,1,Human,The Human League,2.0,1,11
11/22/1980,1,Lady,Kenny Rogers,1.0,1,8
11/22/1975,1,That's The Way (I Like It),KC And The Sunshine Band,6.0,1,5
11/22/1969,1,Wedding Bell Blues,The 5th Dimension,1.0,1,9
11/21/2020,1,Mood,24kGoldn Featuring iann dior,1.0,1,14
11/21/2015,1,Hello,Adele,1.0,1,2
11/21/2009,1,Fireflies,Owl City,2.0,1,12
11/21/1998,1,Doo Wop (That Thing),Lauryn Hill,1.0,1,2
11/21/1992,1,How Do You Talk To An Angel,The Heights,1.0,1,8
11/21/1987,1,Mony Mony,Billy Idol,2.0,1,12
11/21/1981,1,Physical,Olivia Newton-John,3.0,1,8
11/21/1970,1,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,4.0,1,7
11/21/1964,1,Baby Love,The Supremes,1.0,1,8
11/21/1960,1,Stay,Maurice Williams & The Zodiacs,6.0,1,8
11/20/2010,1,What's My Name?,Rihanna Featuring Drake,60.0,1,3
11/20/2004,1,My Boo,Usher And Alicia Keys,1.0,1,11
11/20/1999,1,Smooth,Santana Featuring Rob Thomas,1.0,1,17
11/20/1993,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1.0,1,10
11/20/1982,1,Up Where We Belong,Joe Cocker And Jennifer Warnes,1.0,1,14
11/20/1976,1,Tonight's The Night (Gonna Be Alright),Rod Stewart,1.0,1,8
11/20/1971,1,Theme From Shaft,Isaac Hayes,2.0,1,6
11/20/1965,1,I Hear A Symphony,The Supremes,5.0,1,4
11/20/1961,1,Big Bad John,Jimmy Dean,1.0,1,8
11/2/2019,1,Someone You Loved,Lewis Capaldi,3.0,1,24
11/2/2013,1,Royals,Lorde,1.0,1,16
11/2/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1.0,1,17
11/2/1996,1,Macarena (Bayside Boys Mix),Los Del Rio,1.0,1,46
11/2/1991,1,Romantic,Karyn White,3.0,1,12
11/2/1985,1,Part-Time Lover,Stevie Wonder,2.0,1,9
11/2/1974,1,You Haven't Done Nothin,Stevie Wonder,2.0,1,14
11/2/1968,1,Hey Jude,The Beatles,1.0,1,8
11/2/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,1.0,1,7
11/2/1959,1,Mack The Knife,Bobby Darin,1.0,1,11
11/19/2016,1,Closer,The Chainsmokers Featuring Halsey,1.0,1,14
11/19/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1.0,1,7
11/19/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1.0,1,17
11/19/1994,1,I'll Make Love To You,Boyz II Men,1.0,1,15
11/19/1988,1,Bad Medicine,Bon Jovi,4.0,1,9
11/19/1983,1,All Night Long (All Night),Lionel Richie,1.0,1,10
11/19/1977,1,You Light Up My Life,Debby Boone,1.0,1,12
11/19/1966,1,You Keep Me Hangin' On,The Supremes,7.0,1,4
11/18/2017,1,Rockstar,Post Malone Featuring 21 Savage,1.0,1,7
11/18/2006,1,My Love,Justin Timberlake Featuring T.I.,1.0,1,9
11/18/2000,1,Independent Women Part I,Destiny's Child,5.0,1,9
11/18/1995,1,Fantasy,Mariah Carey,1.0,1,8
11/18/1989,1,When I See You Smile,Bad English,1.0,1,10
11/18/1978,1,MacArthur Park,Donna Summer,1.0,1,11
11/18/1972,1,I Can See Clearly Now,Johnny Nash,1.0,1,11
11/18/1967,1,To Sir With Love,Lulu,1.0,1,11
11/17/2018,1,"Thank U, Next",Ariana Grande,,1,1
11/17/2012,1,One More Night,Maroon 5,1.0,1,20
11/17/2007,1,Kiss Kiss,Chris Brown Featuring T-Pain,1.0,1,8
11/17/2001,1,Family Affair,Mary J. Blige,1.0,1,17
11/17/1990,1,Love Takes Time,Mariah Carey,1.0,1,10
11/17/1984,1,Wake Me Up Before You Go-Go,Wham!,4.0,1,11
11/17/1979,1,Still,Commodores,3.0,1,8
11/17/1973,1,Keep On Truckin' (Part 1),Eddie Kendricks,1.0,1,13
11/17/1962,1,Big Girls Don't Cry,The 4 Seasons,2.0,1,5
11/17/1958,1,Tom Dooley,The Kingston Trio,2.0,1,8
11/16/2019,1,Someone You Loved,Lewis Capaldi,2.0,1,26
11/16/2013,1,Royals,Lorde,1.0,1,18
11/16/2002,1,Lose Yourself,Eminem,1.0,1,7
11/16/1996,1,No Diggity,BLACKstreet (Featuring Dr. Dre),1.0,1,6
11/16/1991,1,Cream,Prince And The N.P.G.,1.0,1,8
11/16/1985,1,We Built This City,Starship,5.0,1,11
11/16/1974,1,Whatever Gets You Thru The Night,John Lennon With The Plastic Ono Nuclear Band,3.0,1,8
11/16/1968,1,Hey Jude,The Beatles,1.0,1,10
11/16/1963,1,Deep Purple,Nino Tempo & April Stevens,2.0,1,10
11/16/1959,1,Mr. Blue,The Fleetwoods,2.0,1,11
11/15/2014,1,Shake It Off,Taylor Swift,2.0,1,11
11/15/2008,1,Live Your Life,T.I. Featuring Rihanna,2.0,1,6
11/15/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1.0,1,14
11/15/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,6
11/15/1986,1,Amanda,Boston,1.0,1,8
11/15/1980,1,Lady,Kenny Rogers,2.0,1,7
11/15/1975,1,Island Girl,Elton John,1.0,1,6
11/15/1969,1,Wedding Bell Blues,The 5th Dimension,1.0,1,8
11/14/2020,1,Mood,24kGoldn Featuring iann dior,3.0,1,13
11/14/2015,1,Hello,Adele,,1,1
11/14/2009,1,Whatcha Say,Jason Derulo,2.0,1,12
11/14/1998,1,Doo Wop (That Thing),Lauryn Hill,,1,1
11/14/1992,1,How Do You Talk To An Angel,The Heights,2.0,1,7
11/14/1987,1,I Think We're Alone Now,Tiffany,1.0,1,12
11/14/1981,1,Private Eyes,Daryl Hall John Oates,1.0,1,12
11/14/1970,1,I'll Be There,Jackson 5,1.0,1,9
11/14/1964,1,Baby Love,The Supremes,1.0,1,7
11/14/1960,1,Georgia On My Mind,Ray Charles,4.0,1,8
11/13/2010,1,We R Who We R,Ke$ha,,1,1
11/13/2004,1,My Boo,Usher And Alicia Keys,1.0,1,10
11/13/1999,1,Smooth,Santana Featuring Rob Thomas,1.0,1,16
11/13/1993,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1.0,1,9
11/13/1982,1,Up Where We Belong,Joe Cocker And Jennifer Warnes,1.0,1,13
11/13/1976,1,Tonight's The Night (Gonna Be Alright),Rod Stewart,8.0,1,7
11/13/1971,1,"Gypsys, Tramps & Thieves",Cher,1.0,1,9
11/13/1965,1,Get Off Of My Cloud,The Rolling Stones,1.0,1,6
11/13/1961,1,Big Bad John,Jimmy Dean,1.0,1,7
11/12/2016,1,Closer,The Chainsmokers Featuring Halsey,1.0,1,13
11/12/2011,1,We Found Love,Rihanna Featuring Calvin Harris,2.0,1,6
11/12/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1.0,1,16
11/12/1994,1,I'll Make Love To You,Boyz II Men,1.0,1,14
11/12/1988,1,"Wild, Wild West",The Escape Club,2.0,1,13
11/12/1983,1,All Night Long (All Night),Lionel Richie,2.0,1,9
11/12/1977,1,You Light Up My Life,Debby Boone,1.0,1,11
11/12/1966,1,Poor Side Of Town,Johnny Rivers,3.0,1,9
11/11/2017,1,Rockstar,Post Malone Featuring 21 Savage,1.0,1,6
11/11/2006,1,My Love,Justin Timberlake Featuring T.I.,5.0,1,8
11/11/2000,1,With Arms Wide Open,Creed,3.0,1,27
11/11/1995,1,Fantasy,Mariah Carey,1.0,1,7
11/11/1989,1,When I See You Smile,Bad English,5.0,1,9
11/11/1978,1,MacArthur Park,Donna Summer,2.0,1,10
11/11/1972,1,I Can See Clearly Now,Johnny Nash,1.0,1,10
11/11/1967,1,To Sir With Love,Lulu,1.0,1,10
11/10/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1.0,1,23
